der var engang en fattig bonde som var meget from og han blev syg og døde. da han kom op til himmelens port
børn og en god ven der var kommet på besøg. da klokken slog tolv åbnedes døren og et lille blegt barn kom ind
og en god ven der var kommet på besøg. da klokken slog tolv åbnedes døren og et lille blegt barn kom ind i
en god ven der var kommet på besøg. da klokken slog tolv åbnedes døren og et lille blegt barn kom ind i snehvide
god ven der var kommet på besøg. da klokken slog tolv åbnedes døren og et lille blegt barn kom ind i snehvide klæder.
ven der var kommet på besøg. da klokken slog tolv åbnedes døren og et lille blegt barn kom ind i snehvide klæder. det
der var kommet på besøg. da klokken slog tolv åbnedes døren og et lille blegt barn kom ind i snehvide klæder. det så
var kommet på besøg. da klokken slog tolv åbnedes døren og et lille blegt barn kom ind i snehvide klæder. det så hverken
kommet på besøg. da klokken slog tolv åbnedes døren og et lille blegt barn kom ind i snehvide klæder. det så hverken til
på besøg. da klokken slog tolv åbnedes døren og et lille blegt barn kom ind i snehvide klæder. det så hverken til højre
besøg. da klokken slog tolv åbnedes døren og et lille blegt barn kom ind i snehvide klæder. det så hverken til højre eller
da klokken slog tolv åbnedes døren og et lille blegt barn kom ind i snehvide klæder. det så hverken til højre eller venstre
klokken slog tolv åbnedes døren og et lille blegt barn kom ind i snehvide klæder. det så hverken til højre eller venstre sagde
slog tolv åbnedes døren og et lille blegt barn kom ind i snehvide klæder. det så hverken til højre eller venstre sagde ikke
tolv åbnedes døren og et lille blegt barn kom ind i snehvide klæder. det så hverken til højre eller venstre sagde ikke et
åbnedes døren og et lille blegt barn kom ind i snehvide klæder. det så hverken til højre eller venstre sagde ikke et ord
døren og et lille blegt barn kom ind i snehvide klæder. det så hverken til højre eller venstre sagde ikke et ord og
og et lille blegt barn kom ind i snehvide klæder. det så hverken til højre eller venstre sagde ikke et ord og gik
et lille blegt barn kom ind i snehvide klæder. det så hverken til højre eller venstre sagde ikke et ord og gik lige
lille blegt barn kom ind i snehvide klæder. det så hverken til højre eller venstre sagde ikke et ord og gik lige forbi
blegt barn kom ind i snehvide klæder. det så hverken til højre eller venstre sagde ikke et ord og gik lige forbi dem
barn kom ind i snehvide klæder. det så hverken til højre eller venstre sagde ikke et ord og gik lige forbi dem ind
kom ind i snehvide klæder. det så hverken til højre eller venstre sagde ikke et ord og gik lige forbi dem ind i
ind i snehvide klæder. det så hverken til højre eller venstre sagde ikke et ord og gik lige forbi dem ind i værelset
i snehvide klæder. det så hverken til højre eller venstre sagde ikke et ord og gik lige forbi dem ind i værelset ved
snehvide klæder. det så hverken til højre eller venstre sagde ikke et ord og gik lige forbi dem ind i værelset ved siden
klæder. det så hverken til højre eller venstre sagde ikke et ord og gik lige forbi dem ind i værelset ved siden af.
det så hverken til højre eller venstre sagde ikke et ord og gik lige forbi dem ind i værelset ved siden af. lidt
så hverken til højre eller venstre sagde ikke et ord og gik lige forbi dem ind i værelset ved siden af. lidt efter
hverken til højre eller venstre sagde ikke et ord og gik lige forbi dem ind i værelset ved siden af. lidt efter kom
til højre eller venstre sagde ikke et ord og gik lige forbi dem ind i værelset ved siden af. lidt efter kom det
højre eller venstre sagde ikke et ord og gik lige forbi dem ind i værelset ved siden af. lidt efter kom det igen
eller venstre sagde ikke et ord og gik lige forbi dem ind i værelset ved siden af. lidt efter kom det igen og
venstre sagde ikke et ord og gik lige forbi dem ind i værelset ved siden af. lidt efter kom det igen og gik
sagde ikke et ord og gik lige forbi dem ind i værelset ved siden af. lidt efter kom det igen og gik ganske
ikke et ord og gik lige forbi dem ind i værelset ved siden af. lidt efter kom det igen og gik ganske stille
et ord og gik lige forbi dem ind i værelset ved siden af. lidt efter kom det igen og gik ganske stille uå
ord og gik lige forbi dem ind i værelset ved siden af. lidt efter kom det igen og gik ganske stille uå af
og gik lige forbi dem ind i værelset ved siden af. lidt efter kom det igen og gik ganske stille uå af døren.
gik lige forbi dem ind i værelset ved siden af. lidt efter kom det igen og gik ganske stille uå af døren. de
lige forbi dem ind i værelset ved siden af. lidt efter kom det igen og gik ganske stille uå af døren. de to
forbi dem ind i værelset ved siden af. lidt efter kom det igen og gik ganske stille uå af døren. de to følgende
dem ind i værelset ved siden af. lidt efter kom det igen og gik ganske stille uå af døren. de to følgende dage
ind i værelset ved siden af. lidt efter kom det igen og gik ganske stille uå af døren. de to følgende dage gik
i værelset ved siden af. lidt efter kom det igen og gik ganske stille uå af døren. de to følgende dage gik det
værelset ved siden af. lidt efter kom det igen og gik ganske stille uå af døren. de to følgende dage gik det ligesådan
ved siden af. lidt efter kom det igen og gik ganske stille uå af døren. de to følgende dage gik det ligesådan og
siden af. lidt efter kom det igen og gik ganske stille uå af døren. de to følgende dage gik det ligesådan og den
af. lidt efter kom det igen og gik ganske stille uå af døren. de to følgende dage gik det ligesådan og den fremmede
lidt efter kom det igen og gik ganske stille uå af døren. de to følgende dage gik det ligesådan og den fremmede spurgte
efter kom det igen og gik ganske stille uå af døren. de to følgende dage gik det ligesådan og den fremmede spurgte da
kom det igen og gik ganske stille uå af døren. de to følgende dage gik det ligesådan og den fremmede spurgte da faderen
det igen og gik ganske stille uå af døren. de to følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem
igen og gik ganske stille uå af døren. de to følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem det
og gik ganske stille uå af døren. de to følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem det smukke
gik ganske stille uå af døren. de to følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem det smukke barn
ganske stille uå af døren. de to følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem det smukke barn var
stille uå af døren. de to følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem det smukke barn var som
uå af døren. de to følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem det smukke barn var som hver
af døren. de to følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem det smukke barn var som hver dag
døren. de to følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem det smukke barn var som hver dag gik
de to følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem det smukke barn var som hver dag gik igennem
to følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem det smukke barn var som hver dag gik igennem stuen.
følgende dage gik det ligesådan og den fremmede spurgte da faderen hvem det smukke barn var som hver dag gik igennem stuen. jeg
dage gik det ligesådan og den fremmede spurgte da faderen hvem det smukke barn var som hver dag gik igennem stuen. jeg har
gik det ligesådan og den fremmede spurgte da faderen hvem det smukke barn var som hver dag gik igennem stuen. jeg har ikke
det ligesådan og den fremmede spurgte da faderen hvem det smukke barn var som hver dag gik igennem stuen. jeg har ikke set
ligesådan og den fremmede spurgte da faderen hvem det smukke barn var som hver dag gik igennem stuen. jeg har ikke set noget
og den fremmede spurgte da faderen hvem det smukke barn var som hver dag gik igennem stuen. jeg har ikke set noget svarede
den fremmede spurgte da faderen hvem det smukke barn var som hver dag gik igennem stuen. jeg har ikke set noget svarede han
fremmede spurgte da faderen hvem det smukke barn var som hver dag gik igennem stuen. jeg har ikke set noget svarede han og
spurgte da faderen hvem det smukke barn var som hver dag gik igennem stuen. jeg har ikke set noget svarede han og jeg
da faderen hvem det smukke barn var som hver dag gik igennem stuen. jeg har ikke set noget svarede han og jeg kan
faderen hvem det smukke barn var som hver dag gik igennem stuen. jeg har ikke set noget svarede han og jeg kan heller
hvem det smukke barn var som hver dag gik igennem stuen. jeg har ikke set noget svarede han og jeg kan heller ikke
det smukke barn var som hver dag gik igennem stuen. jeg har ikke set noget svarede han og jeg kan heller ikke tænke
smukke barn var som hver dag gik igennem stuen. jeg har ikke set noget svarede han og jeg kan heller ikke tænke mig
barn var som hver dag gik igennem stuen. jeg har ikke set noget svarede han og jeg kan heller ikke tænke mig hvem
var som hver dag gik igennem stuen. jeg har ikke set noget svarede han og jeg kan heller ikke tænke mig hvem det
som hver dag gik igennem stuen. jeg har ikke set noget svarede han og jeg kan heller ikke tænke mig hvem det skulle
hver dag gik igennem stuen. jeg har ikke set noget svarede han og jeg kan heller ikke tænke mig hvem det skulle være.
dag gik igennem stuen. jeg har ikke set noget svarede han og jeg kan heller ikke tænke mig hvem det skulle være. da
gik igennem stuen. jeg har ikke set noget svarede han og jeg kan heller ikke tænke mig hvem det skulle være. da det
igennem stuen. jeg har ikke set noget svarede han og jeg kan heller ikke tænke mig hvem det skulle være. da det kom
stuen. jeg har ikke set noget svarede han og jeg kan heller ikke tænke mig hvem det skulle være. da det kom igen
