es war einmal ein das war wegen seiner weisen die es auf alle fragen weit und breit der könig des landes hörte auch glaubte es nicht und liess das bübchen da
sollst bei mir in meinem königlichen schloss sprach das lauten die drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit
bei mir in meinem königlichen schloss sprach das lauten die drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein
mir in meinem königlichen schloss sprach das lauten die drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein
in meinem königlichen schloss sprach das lauten die drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr
meinem königlichen schloss sprach das lauten die drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus
königlichen schloss sprach das lauten die drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins
schloss sprach das lauten die drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer
sprach das lauten die drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das
das lauten die drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich
lauten die drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht
die drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst
drei der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt
der könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so
könig erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will
erste wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich
wie viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch
viel tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie
tropfen wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel
wasser sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen
sind in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im
in dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere
dem das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach
das hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der
hirtenbüblein lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere
lasst alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage
alle flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie
flüsse auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel
auf der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne
der erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen
erde damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am
damit kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das
kein tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen
tröpflein mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir
mehr daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen
daraus ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen
ins meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen
meer das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss
das ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und
ich nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann
nicht erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte
erst gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es
gezählt so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit
so will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der
will ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder
ich euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so
euch wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel
wie viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine
viel tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte
tropfen im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass
im meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie
meere sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum
sprach der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu
der andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen
andere frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und
frage wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast
wie viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar
viel sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht
sterne stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu
stehen am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen
am das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren
das hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und
hintenbübchen mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem
mir einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die
einen grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen
grossen bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn
bogen weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man
weiss und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf
und dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf
dann machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach
machte es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel
es mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne
mit der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen
der feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am
feder so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als
so viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier
viel feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte
feine punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf
punkte dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem
dass sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt
sie kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie
kaum zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber
zu sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand
sehen und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war
und fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu
fast gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach
gar nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der
nicht zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte
zu zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage
zählen waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie
waren und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel
und einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden
einem die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat
die augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die
augen wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da
wenn man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte
man darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das
darauf darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern
darauf sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt
sprach viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der
viel sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der
sterne stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat
stehen am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine
am als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde
als hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in
hier punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die
punkte auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine
auf dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde
dem zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in
zählt sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die
sie aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite
aber niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und
niemand war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine
war dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde
dazu sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in
sprach der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die
der dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin
dritte frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt
frage wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle
wie viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert
viel sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr
sekunden hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein
hat die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein
die da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und
da sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt
sagte das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein
das hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein
hinterpommern liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und
liegt der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn
der der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der
der hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze
hat eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg
eine stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt
stunde in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann
in die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist
die eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die
eine stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste
stunde in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste sekunde
in die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste sekunde von
die breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste sekunde von der
breite und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste sekunde von der ewigkeit
und eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste sekunde von der ewigkeit der
eine stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste sekunde von der ewigkeit der hast
stunde in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste sekunde von der ewigkeit der hast die
in die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste sekunde von der ewigkeit der hast die drei
die dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste sekunde von der ewigkeit der hast die drei fragen
dahin kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste sekunde von der ewigkeit der hast die drei fragen aufgelöst
kommt alle hundert jahr ein vöglein und wetzt sein schnäbelein und wenn der ganze berg abgewetzt dann ist die erste sekunde von der ewigkeit der hast die drei fragen aufgelöst wie
